फिल्म में बिजनेस टाइकून बने अमृत चोपड़ा (राजेश खन्ना) स्क्रीन पर खूबसूरत बीवी बीना (सारा खान) के साथ हर बार बुझे-बुझे नजर आए. फिल्म में काका की ऐक्टिंग और उनकी बेहद कमजोर डायलॉग डिलिवरी देख लगता है जैसे वह इस फिल्म को करना ही नहीं चाहते थे. हैरानी की बात है कि फिल्म के कई दृश्यों में काका के होंठ बंद होते हैं लेकिन उनकी आवाज सुनाई देती है.,neg
भगवान उसकी इस प्रार्थना को सुनते हैं और दूबे ( सौरभ शुक्ला ) के रूप में उसके सपने पूरे करने आते है. बस यहीं से कहानी भटक जाती है. कमजोर स्क्रिप्ट और डाइरेक्टर की हल्की पकड़ के चलते फिल्म दर्शकों को कहीं भी बांध नहीं पाती. ,neg
"इस फिल्म में बॉलिवुड और हॉलिवुड की दो ग्रेट हस्तियां है , लेकिन यह नहीं कहा जा सकता कि डायरेक्टर ने इनसे बेहतर काम लिया. बिग बी इससे पहले भी कई बार ऐसे लुक और रोल में नजर आए तो बाकी किसी कलाकार के हिस्से में ऐसा बड़ा रोल नहीं था जो कुछ कर पाता. हां , आर माधवन ने स्टार्स की लंबी चौड़ी भीड़ के बीच अपनी मौजूदगी का एहसास कराया है. शक्ति कपूर की बेटी श्रृद्धा कपूर ने इस फिल्म के साथ करियर की शुरुआत की लेकिन फिल्म में उसके करने के लिए कुछ था ही नहीं जो वह अपनी प्रतिभा दिखा पाती.",neg
"फिल्म की स्क्रिप्ट में कोई नयापन नहीं है. अच्छा होता कि लीना मुंबई और छोटे शहरों के बीच तेजी से पनपते जुए के अड्डों पर कोई ऐसी फिल्म बनाती जिसमें समाज के लिए कोई संदेश होता. वैसे , कहानी के आखिर में जुए को बुरा और इंसान को बर्बाद करने वाला गेम साबित करने की कोशिश की गई है , लेकिन डायरेक्टर का यह मेसेज आम दर्शक की समझ में इसलिए नहीं आ सकता कि क्योंकि सर बेन किंग्सले और बिग बी के बीच के सभी संवाद अंग्रेजी में हैं. ",neg
"कुछ ऐसा ही हाल निर्माता से ऐक्टर बने कमाल खान की फिल्म देशद्रोही का भी है. महाराष्ट्र में उत्तर भारतीयों को लेकर उठे विवाद को इस फिल्म में कैश कराने की कोशिश की गई है. लेकिन कमजोर डाइरेक्टर , लचर स्क्रिप्ट के अलावा निर्माता कमाल खान का हीरो बनना इस फिल्म का सबसे कमजोर पक्ष है. फिल्म के हीरो कमाल खान के कई ऐक्शन सीन ऐसे है , जिन्हें देखकर हंसी आती है. अगर कमाल इस फिल्म में हीरो बनने का मोह त्यागकर किसी अच्छे कलाकार को लेते तो निश्चित तौर से इस मुद्दे पर यह एक असरदार फिल्म बन सकती थी. फिल्म के कुछ संवाद ऐसे है जिन पर सेंसर को साउंड डिलीट करनी चाहिए थी. ",neg
"हम इस धारणा के प्रभाव को महसूस करते हैं, लेकिन उत्तेजित और प्रेरित नहीं होते",neg
फिल्म का गीत-संगीत कमजोर है.,neg
निरंजन आयंगार भावों को शब्दों में नहीं उतार पाए हैं. ,neg
उनके संवादों में भी यह कमी है.,neg
रण कोई नई बात नहीं कहती.,neg
यह लोकतंत्न के एक मजबूत स्तम्भ के दुरुपयोग का नंगा सच है,neg
 यह अवसर फिल्म शुरू होने के चंद मिनटों के अंदर ही बिखर गया. ,neg
यह उन्‍होंने जिस आधार पर कहा उसी वंशवाद के विरोध का ढोल राहुल गांधी पीट रहे हैं.,neg
सलमान खान का एक रंगी रोमांस अब अधिक नहीं लुभाता है.,neg
"पिंडारी, अंग्रेज, उन्नीसवीं सदी का भारत कुछ भी तो फिल्म में ढंग से रेखांकित नहीं हो पाया है.",neg
"सेर और छटाक जैसे संवाद बोलने मात्र से फिल्म पीरियड हो जाती है तो कोस, मील, कट्ठा, बीघा शब्द भी इस्तेमाल कर लेते. ",neg
संवाद और प्रभावशाली और पीरियड-पीरियड हो जाते,neg
कुछ नया देखने का भ्रम थोड़ी देर तक बना रहता है. ,neg
"उन्हें लेखक,कलाकार और निर्देशक उचित साथ नहीं दे पाए हैं",neg
लगता है राम गोपाल वर्मा और उनकी फैक्ट्री के दिन ठीक नहीं चल रहे हैं. ,neg
फिल्म में सिवाय गोवा के बीचेज में बेहद कम कपड़ो में नहाती निशा कोठारी के अलावा कुछ नहीं है.,neg
लेकिन एक हसीना थी फेम श्रीराम राघवन इस मामले में चूक गये हैं.,neg
 इस बार अनंत का वह अचूक दांव बेअसर हो गया.,neg
"उधर सामने वाला बेवकूफ समझ तरह-तरह के स्वांग भर हमारा ध्यान रोज-रोज के दुख, दर्द, मंहगाई, कठिनाई, नून, तेल लकड़ी{गैस}से हटा अपने तरीके से प्रभावित करने के लिये ही तमाशा करता रहता है.",neg
वह अनंत के पिछले नायक इमरान की तरह दबंग नहीं दिखते,neg
मैं गलियों से निकलता हूं फिर भी फंस जाता हूं.,neg
 इंटरवल के बाद फिल्म उलझ जाती है. ,neg
बाद में उनके किरदार को ही उलझा दिया गया है.,neg
"हर दृश्य धम्म, धड़ाक म, फट-फटाक, थड , च्यूं-च्यूं जैसी किसी ध्वनि और शार्प कट के साथ अकस्मात खत्म होता है. ",neg
"निर्देशक को लगा होगा कि दर्शकों के डर के के लिए यह इफेक्ट कारगर होगा, लेकिन सिनेमाघरों में बैठे दर्शक हंस पड़ते हैं.",neg
पर्दे पर दिखाया जा रहा खौफ सिनेमाघर में नहीं पसर पाता. ,neg
संगीत सिवन की क्लिक साधारण किस्म की डरावनी फिल्म है. ,neg
लगता है फ़िर जल्दबाज़ी में घालमेल हो गया!,neg
इस नज़रिये से देखने पर मिथ्या का दूसरा हिस्सा एक डरावना अनुभव है.,neg
"एक ओर तमाशा हुआ, जो अक्सर देश के अलग-अलग शहरों में मौके-बेमौके होता रहता है",neg
दोस्तों को नायक की मौत पर कहानी का अंत एक त्रासद अंत लग सकता है,neg
एन एक्‍स्‍ट्रीमली सैड फेनोमेनन.,neg
कला की ऐसी दुर्दशा मैने पहले नही देखी थी..,neg
क्लाइमेक्स भी बेवजह खींचा गया महसूस होता है. ,neg
वहीं सुहैल खान और जैकी ने निराश किया. ,neg
अगर आपने फिल्म में तर्क या कुछ नया तलाशने की कोशिश की तो हॉल में वक्त काटना मुश्किल है. ,neg
फिल्म डायरेक्टर और टीवी शो में जज बने मोहनीश बहल ने निराश किया. ,neg
डांस से जुड़ी इस फिल्म का संगीत कमजोर है. ,neg
छोटी सी कहानी होने के बावजूद डायरेक्टर दर्शकों को एंड तक फिल्म से बांध नहीं पाते ,neg
कहानी में कुछ नयापन या खास नहीं,neg
यह सब किसके दिमाग की उपज होती है?,neg
 उदय चोपड़ा की इस फिल्म से भी कोई चमत्कार की उम्मीद नहीं है.,neg
"हीं , प्रियंका कुछ ज्यादा ही बोल्ड नजर आई हैं. ",neg
 डीनो फिल्म में विलेन बनकर रह गए,neg
 फिल्म में कुछ सवाल बिना जवाब के ही रह गए हैं. ,neg
 फिल्म में कुछ सवाल बिना जवाब के ही रह गए हैं. ,neg
फैमिली क्लास के लिए फिल्म में कुछ नहीं.,neg
"इंडस्ट्री में ऐसे कम ही लोग मिलेंगे , जो अपनी पूरी हो चुकी फिल्म को सिर्फ एक स्टार की वजह से डिब्बे में बंद कर देते हैं. ",neg
लेकिन शायद इसका भी कोई असर फिल्म को संजोने में नहीं हो पाया,neg
पिछली कई फिल्मों में स्क्रीन पर दूल्हा बन रहे फरदीन भी पूरी फिल्म में बुझे - बुझे नजर आते हैं. ,neg
मुद्दस्सर अजीज के सुस्त निर्देशन के अलावा कमजोर संवाद फिल्म को कहीं खड़ा नहीं कर पाते. मूवी देखकर ही लगता है कि डायरेक्टर ने कहानी को बेवजह लंबा करने के लिए लोटस जैसे फिजूल करैक्टर और तारा व मोहित की जोड़ी को जबरन ठूंसा है. ,neg
"और कैसे पढे-लिखे, समझदार, देश-प्रदेश के कर्णधार इन पिटी हुई कहानियों पर लिखी कथा पर काम कर अभिनय करने को तैयार हो जाते हैं.",neg
"अगर डायरेक्टर बार - बार हीरो राम द्वारा घर की छत पर चढ़ संस्कृत में श्लोक बोलने की बजाएं मां - बेटे के रिश्तों पर ध्यान केंद्रित करते तो बेहतर रहता. वहीं , जब निर्माता का सगा भाई फिल्म का हीरो है तो उसे ज्यादा फुटेज देने के लिए कई दूसरे पात्रों को उभरने न देना फिल्म का कमजोर पक्ष है. ",neg
राहुल - वरुण के संवादों में ऐसा दम नहीं कि दर्शकों को बांध सकें. ,neg
"वैसे भी कहानी में गानों के लिए गुंजाइश नहीं थी , और जो गाना फिल्म में है , फिल्म में कब आया और कब चला गया दर्शकों को पता ही नहीं चलता.",neg
दूसरी ओर उड़िया पृष्ठभूमि पर बनी इस फिल्म में ऐसा कोई चालू मसाला मौजूद नहीं है जो दर्शकों को सिनेमाघरों की ओर खींच सके. ,neg
"फिल्म का हर कलाकार कैमरे के सामने अपने रटे रटाए डायलॉग बोलता नजर आता है. हीरो असीम मर्चेंट फिल्म में डॉक्टर बने हैं , लेकिन पूरी फिल्म में डॉक्टर कम नाकाम प्रेमी ज्यादा लगे हैं. असीम के चेहरे पर तो न कोई भाव आता है और न ही उनकी ऐक्टिंग में दम है. पूरी फिल्म ग्रेसी के आसपास है , लेकिन उनकी ऐक्टिंग भी ठहरी हुई और चेहरा बुझा - बुझा लगता है. ",neg
 फिल्म की स्क्रिप्ट बेहद कमजोर है. उस पर लचर डायलॉग डिलिवरी फिल्म का कमजोर पक्ष है.,neg
अच्छा होता डायरेक्टर शूटिंग से कुछ दिन पहले फिल्म के कलाकारों और कैमरामैन के साथ वर्कशॉप करते. इंटरवल से पहले कहानी इस कदर सुस्त गति से आगे खिसकती है कि हॉल में बैठे दर्शक बोरियत महसूस करने लगते हैं. ,neg
अगर आपके पास देखने को और कोई ऑप्शन नहीं तो एकबार इस फिल्म को देख सकते हैं. ,neg
एक सेल्समैन के इर्दगिर्द घूमती इस स्क्रिप्ट में एंटरटेनमेंट और बॉक्स ऑफिस पर बिकाऊ कोई मसाला नहीं है. ऐसा लगता है स्क्रिप्ट राइटर भी फिल्म के क्लाइमेक्स को फाइनल करने में कुछ कन्फ्यूज रहा तभी आखिरी बीस मिनट की कहानी बेवजह आगे खिसकाई गई लगती है. ,neg
"डायरेक्टर , शमित आखिर तक यह समझा नहीं पाए कि उनकी फिल्म का हीरो बॉस की नजरों में खुद को जीरो से हीरो बनाने की दौड़ में शामिल क्यों नहीं होता. लगता है , शमित को कंप्यूटर इंडस्ट्री का अच्छा खासा तजुर्बा है तभी तो आधी से ज्यादा फिल्म कंप्यूटर की सेल सर्विस , प्राफिट , और सरकारी कंपनियों में प्रॉडक्ट बेचने की ट्रिक समझने समझाने में बीत जाती है. ",neg
"जनता तमाशबीन जरूर है, पर बुडबक नहीं",neg
" चूंकि पूरी फिल्म सेल्समैन के आसपास टिकी है , ऐसे में इसमें रोमांस वगैरह की कहीं गुंजाइश ना होने से गीत संगीत में फिल्म का यह कमजोर पक्ष है. ",neg
वहीं इस बार अपनी कहानी में इन तीनों के अलावा दर्जन भर स्टार्स को फिट करने के चलते स्क्रिप्ट कई जगह बिखरी है. इंटरवल के बाद शादी तो कभी अपहरण और फिर लाश का प्रसंग कहानी में बेवजह ठूंसा लगता है. ,neg
" अक्षय कुमार कॉमिडी के नाम पर जी भरकर शोर मचाने के अलावा कुछ नहीं कर पाए , वहीं सुनील शेट्टी किसी तरह अपना रोल निभा गए. कैटरीना भोली और मासूम लगी , लेकिन समीरा रेड्डी शोपीस बनकर रह गईं. नेहा धूपिया के हिस्से में चंद सीन आए , जिसमें उन्होंने दम दिखाया है. परेश रावल , असरानी और टीनू आनंद शोर मचाते दिखे. ",neg
"कॉमिडी से प्रियदर्शन की पकड़ अब धीमी पड़ने लगी है. इंटरवल तक वे डेढ़ दर्जन स्टार्स को कहानी में फिट करते रहे , क्लाइमैक्स में होटल में पानी भरकर पता नहीं स्टार्स की बेवजह की भागदौड़ क्यों कराई. अर्चना पूरन सिंह से लेकर अक्षय , टीनू , असरानी , परेश रावल जैसे एक्टर्स का बेवजह चीखना चिल्लाना भी समझ से परे है. ",neg
पिछले कुछ अर्से से हर चौथी मेगा बजट मल्टिस्टारर फिल्म से प्रीतम का नाम जुड़ता है. ऐसे में उनके संगीत से अब मेलोडी गायब होने लगी है. फिल्म का गाना क्यूं पैसे पे तू मरती है को छोड़ दिया जाए तो बाकी सभी गाने समझ से परे हैं. ,neg
"इमरान हाशमी इस फिल्म में राज -2 के बाद एकबार फिर पेंटर बने है और अपने रोल में जमे हैं , लेकिन सोहा संजना के रोल में पूरी तरह मिस फिट नजर आती हैं. रिलीस से पहले की गई फिल्म की पब्लिसिटी में इसे मुंबई में हुई बारिश पर बेस्ड फिल्म बताकर प्रचारित किया गया , लेकिन अफसोस डायरेक्टर इमरान सोहा की लव स्टोरी में बारिश को भूल गए. फिल्म का संगीत भट्ट कैंप की पिछली फिल्मों के मुकाबले कमजोर है. ",neg
"हर बार जेल से कोर्ट जाते वक्त जमानत मिलने की आस और वापसी में जमानत ना मिलने का दर्द उनके चेहरे पर नजर आता है. मुग्धा के लिए फिल्म में कुछ खास नहीं था , वहीं अपनी छोटी सी भूमिका के बावजूद मनोज वाजपेयी ने खूब वाहवाही बटोरी. ",neg
इंटरवल से पहले कहानी की गति सुस्त है.क्लाइमेक्स को और असरदार बनाया जा सकता था. ,neg
कैमरे और लेटेस्ट तकनीक के बेहतर इस्तेमाल ने इस कहानी को सी क्लास हॉरर फिल्मों से अलग श्रेणी में लाकर रख दिया है.वत्सल सेठ और अयूब खान इस फिल्म की सबसे कमजोर कड़ी हैं. ,neg
"इंटरवल से पहले दर्शकों को डराने के लिए उन्होंने क्या कुछ नहीं किया लेकिन दर्शक डरने की बजाय हंसते नजर आए. कैमरामैन से डायरेक्टर बने संगीत की कैमरे पर गजब पकड़ है , इसके बावजूद फोटोग्राफी साधारण है और आधी से ज्यादा फिल्म को ना जाने क्यों ब्लू या डॉर्क में शूट किया गया है.",neg
अफसोस फिल्म में सलमान और अजय देवगन के बीच में वह खोकर रह गईं.,neg
"स्नेहा उल्लाल को अच्छा रोल तो मिला , लेकिन रोल में जान डालने में कामयाब नहीं रही. ऐसी फिल्मों में गाने रुकावट बनकर रह जाते है. कुछ यही हाल इस फिल्म में भी है गाने अच्छे और कर्णप्रिय है , लेकिन स्क्रिप्ट में उनके लिए गुंजाइश नहीं थी , सो चम चम चांद सा चेहरा , यादें याद आती है , मेरी जान जाती है जैसे अच्छे गाने भी असर नहीं छोड़ पाते. ",neg
 माई नेम इज खान ' में यह बात नहीं है.,neg
 वहीं  सिर्फ  एंटरटेनमेंट  के  मकसद  से  हॉल  गए  दर्शकों  की  कसौटी  पर  फिल्म  शायद  खरी  न  उतर  पाए.  स्क्रीन  पर  अपनी  ज्यादा  से  ज्यादा  सूरत  दिखाने  की  चाह  में  कोई  प्रड्यूसर  कहानी  का  सत्यानाश  कर  सकता  है.  इसके  बावजूद  अगर  दर्शक  इस  फिल्म  को  देखकर  खुद  को  सौ  फीसदी  ठगा  महसूस  करता  है ,neg
वहीं  अगर  इस  फिल्म  को  देखा  जाए  तो  लगता  है  जैसे  डायरेक्टर  ने  इस  सब्जेक्ट  का  मजाक  उड़ाया  है.  इंटरवल  के  बाद  दादा  जी  के  रोल  में  निर्माता  जवाहर  ऐसे  पर्दे  पर  छाए  कि  बाकी  किरदार  बौने  पड़ते  गए  और  यहीं  से  कहानी  ऐसी  उलझी  कि  अंत  तक  संभल  नहीं  पाई. ,neg
"रजा  मुराद  ,  विद्या  सिन्हा  ,  अमिता  नागिया  जैसे  मंझे  हुए  कलाकारों  के  बावजूद  फिल्म  में  कोई  भी  प्रभावित  नहीं  कर  पाता. यही  वजह  है  शुक्रवार  को  इक्का  दुक्का  थिएटरों  पर  प्रदर्शित  हुई  फिल्म  देखने  पहुंचे  दर्शक  उंगलियों  पर  गिने  जा  सकते  थे. ",neg
 फिल्म  के  साथ  तीन  संगीतकारों  का  नाम  जुड़ा  होने  के  बावजूद  फिल्म  में  ऐसा  कोई  गाना  नहीं  जो  म्यूजिक  लवर्स  की  जुबां  पर  चढ़ने  का  दम  रखता  हो.,neg
" यंग डायरेक्टर विजय लालवानी ने भले ही अपने काम को बखूबी अंजाम देने की कोशिश की , लेकिन वहीं अपने खास दोस्त फरहान को स्क्रीन पर ज्यादा से ज्यादा फुटेज देने के चक्कर में वह खुद ही भटक गए. ",neg
"दोनों को अलग ढंग से फिट किया जाता , तो फिल्म ज्यादा बेहतर बन पाती. डायरेक्टर साहब ने एक्स मिस श्रीलंका जैकलीन को हीरोइन बनाया और विलेन के तौर पर संजय दत्त को रिंग मास्टर के रोल में फिल्मी स्टाइल के साथ पेश किया , जो बार - बार किसी फिल्म का गाना गाता हुआ नजर आता है. ",neg
"बस मुश्किल यही है कि बॉलिवुड में किसी भी सब्जेक्ट पर फिल्म बने , बॉक्स ऑफिस में उसकी धूम जमाने की चाह में उसमें ऐसे चालू मसाले डाले जाते हैं कि कहानी कहां से कहां पहुंच जाती है. कुछ यही हाल करोड़ों के बजट और इंडस्ट्री के दो नामी और महंगे स्टार्स अमिताभ और संजय दत्त को लेकर बनी इस फिल्म के हैं. बेहतरीन स्पेशल इफेक्ट्स और गजब की फोटोग्राफी के बावजूद कमजोर स्क्रिप्ट की वजह से यह दर्शकों की कसौटी पर खरी नहीं उतर पाती. ",neg
"सिर्फ पैसे के दम पर अच्छी और दर्शकों को बांधें रखने वाली फिल्म कोई नहीं बना सकता. इसका जीता जागता उदाहरण है , 100 करोड़ से ज्यादा के बजट में बनी फिल्म ब्लू.",neg
उनके लिए कुछ बचा ही नहीं था.,neg
" इंटरवल के बाद जब पात्रों के खुद को पहचानने की बारी आती है , तो कहानी भटकने लगती है. सिर्फ दो घंटे से कम अवधि की फिल्म में भी दर्शक खुद को अंत तक बांध नहीं पाता. ",neg
"बेशक यंग डायरेक्टर सुपर्ण वर्मा ने एक नए सब्जेक्ट को चुना है , लेकिन फिल्म के पात्रों मेंटकराव और बेवजह इंटरवल व सभी पात्रों की पहचान छुपाना समझ से परे है. ",neg
 अगर डेविड फिल्म की स्क्रिप्ट कुछ और कसते तो इसे एक अच्छी कॉमिडी फिल्म बनाया जा सकता था. लेकिन कमजोर निर्देशन और बिखरी स्क्रिप्ट के चलते करीब दो घंटे की यह फिल्म अंत तक दर्शकों को बांध नहीं पाती.,neg
इस फिल्म का सबसे माइनस पॉइंट यही है फिल्म की रफ्तार इतनी सुस्त है कि दर्शक उकताने लगते हैं. स्टार्ट टू फिनिश फिल्म में कोई ऐसा ट्विस्ट नहीं है जो दर्शकों को बांधने का दम रखता हो.,neg
ऐसे में एक ट्रैक पर बीमार और बेबस हीरो की यह कहानी एंटरटेनमेंट की चाह में हॉल आए दर्शकों को निराश करती है. ,neg
 राजवीर और मेघा चटर्जी को लीड रोल में लिया. ऐक्टिंग के फील्ड में दोनों ही अनाड़ी खिलाड़ी साबित हुए. ऊपर से बिखरी स्क्रिप्ट और धीमी रफ्तार ने मूवी को कमजोर कर दिया. ,neg
